year,title,abstract,chars
2024,“Registers of Empathy” and “Ideas of Care” at Independence Hall of Korea,"According to Morse (2020), it is significant to acknowledge the idea of ‘care for people’ within museums and heritage sites in post-covid 19 period and, in turn, to revive their ability to generate societal value in the twenty-first century. In order to understand this new social value that is created within museums, it is necessary to understand ‘people’, and my specific focus here which is on ‘visitors’, asking what they are doing and how they make meaning, particularly towards difficult history. This article begins by briefly introducing the result of my empirical study at Independence Hall of Korea, (which forms part of my PhD research), and using it as a case study to demonstrate how South Korean visitors empathetically engage with Japanese colonial period history. In order to this, qualitative interview was conducted with 20 South Korean visitors and the critical analysis of the author as a critical visitor will be included. By doing so, it not only expands our understanding of South Korean visitors’ various empathetic engagements within museums, but also suggests and stimulates new theoretical and conceptual ways to think and understand the social role of museum and heritage sites through notions of ‘registers of empathy’ and ‘ideas of care’.",1269
2024,A Study on the Effect of SNS Marketing Characheristics on Formation of Hair Shop Image and Visiting Intention,"The purpose of this study was to analyze the effect of SNS marketing characteristics on hair shop image formation and visit intention in the hair beauty industry. SNS marketing is a strategy to carry out marketing activities through interaction with customers, information provision, information trust, and playfulness using modern social media platforms. It was intended to analyze how these characteristics of SNS marketing affect the formation of hair shop images and visit intention to customers in the hair beauty industry. For the study, a total of 307 customers with experience using hair-related SNS were surveyed. The questionnaire included items related to SNS marketing characteristics, hair shop images, and visit intention, and the collected data was statistically analyzed using SPSS 26.0. The results of the research problem were derived by applying analysis methods such as frequency analysis, factor analysis, reliability analysis, correlation analysis, simple regression analysis, multiple regression analysis, and mediated regression analysis. As a result of the study, it was found that information provision, information reliability, playfulness, and interaction, which are characteristics of SNS marketing, have a positive effect on the formation of hair shop images. In addition, it was confirmed that the hair shop image had a positive effect on the intention to visit. In addition, it was found that the hair shop image plays a mediating role between the SNS marketing characteristics and the intention to visit. This provides important insights that can improve image formation and customer visit intention in the hair beauty industry through SNS marketing.",1683
2024,A Study on Creating Shorts Images for Advercontents Using Generative AI,"The rapid evolution of digital media has significantly impacted advertising content, emphasizing the need for innovative and engaging visual content. This study explores the potential of generative artificial intelligence (AI) in creating short images tailored for advercontent, aiming to bridge the gap between technological advancements and creative advertising needs. This study is an exploratory study on how to create short images for advertising content using generative AI.
In the modern media environment, the form and consumption method of advertising content is rapidly changing. In particular, the importance of short-form video and image content on social media and digital platforms is growing. Amid these changes, this study seeks to present a new methodology for creating effective advertising content using generative artificial intelligence technology. The study first reviews the basic theory of generative artificial intelligence and key elements in advertising content production. Based on this, we create short image content using various generative artificial intelligence models. It demonstrates the potential of advertising content production using generative artificial intelligence and provides important implications for the future direction of media content production as well as the advertising industry.",1333
2024,A Comparative Study of Chinese and Korean Book Cover Designs Using the “Most Beautiful Books” as Examples,"Books, the oldest form of cultural communication, are repositories of ideas and knowledge. In this context, book covers play an important role as a visual gateway between readers and the content. In the context of globalization, book cover designs vary across countries, and styles from China and Korea, in particular, often contain visual expressions of the deep cultural heritage and aesthetic concepts of the country. This study combines qualitative and quantitative analyses to examine a Chinese and Korean sample of the “Best Book Design from All Over The World” and subjectively compares the color, graphics, text, and other design elements of the book covers. Furthermore, it uses the powerful data processing and analysis functions of the R programming language to conduct a statistical, quantitative, and comparative analysis of book cover designs from China and Korea. Results show that book cover designs in Korea tend to favor a modern and minimalist style, emphasizing functionality and intuitiveness, whereas Chinese covers lean more toward integrating artistic elements with traditional aesthetics. The cultural and aesthetic concepts behind the differences are then explored from the perspectives of language, writing system, historical tradition, and aesthetic preference.",1289
2024,A Brief Discussion on the Registration-Based IPO System in China,"In June 2019, the Science and Technology Innovation Board (STAR Market) of the Shanghai Stock Exchange was officially established, marking the inception of the pilot stock issuance registration-based system in China. By February 2023, the comprehensive registration-based system was fully implemented, signaling the end of the long-standing chartered system in China's new stock issuance market. This transition from a chartered system to a registration-based system aligns with China's economic restructuring, comprehensive reform efforts, and the maturation of its capital markets. The full adoption of the registration-based system in China's stock market is a pivotal measure for developing direct financing, fostering a healthy cycle between industry and finance, and is significant for the high-quality development of China's economy in the future. From 1990 to 2023, China's capital market has evolved through approval-based system, chartered system, and registration-based system, with the latter gradually forming a multi-tiered capital market over five years, promoting rapid growth of the private economy and increasing the proportion of direct financing. However, since the implementation of the registration-based system, several issues have been exposed, such as insufficient and incomplete information disclosure, singular listing conditions, and lax regulation. Going forward, to scientifically promote the healthy development of a capital market with Chinese characteristics, China's stock market registration-based system should adhere to the following strategic orientations. The first is to consistently maintain the information disclosure system, the second is to continually improve listing standards, the third is to enhance delisting efficiency, and the fourth is to constantly strengthen the construction of capital market regulations. As the registration-based reform continues, China's capital market has progressively entered an important phase of building a modern capital market with Chinese characteristics. The reform has moved from localized trials to comprehensive implementation, as China strives to create a standardized, transparent, open, dynamic, and resilient capital market.",2215
2024,A Study on the Trends of Indoor Community Facilities in Seoul Apartments - Focusing on Northern Seoul Cases -,"(Background and Purpose) Rapid urbanization and increasing population density have driven significant transformations in residential typologies. In South Korea, this has led to the prominence of multi-family housing, particularly apartment complexes, as the predominant residential form. This trend is a response to the growing demand for spatial efficiency and living convenience, leading to the evolution of apartments from simple living spaces into residential complexes that incorporate a variety of community facilities. The Total Amount System of Community Facilities, implemented in 2013, has promoted the diversification and upscale development of community facilities in apartment complexes. These changes have become key factors in enhancing residents' quality of life and supporting the formation of social relationships. Based on this context, this study aims to analyze the spatial changes in community facilities in apartment complexes in Northern Seoul, with the objective of identifying the trajectory of residential development in South Korea. (Method) Northern Seoul, a region where traditional and modern residential spaces coexist, is ideal for studying the characteristics of typical Korean apartments. Therefore, this study focuses on newly constructed apartment complexes with over 150 units, completed after 2015, in this area. The selected complexes are primarily branded apartments built by top construction companies, ensuring technical reliability. Data were collected from major real estate databases, building registries, on-site surveys, promotional materials, and interviews with key stakeholders. The study conducted both quantitative and qualitative analyses to examine the changes in the area and composition of community facilities. (Results) The analysis of 22 apartment complexes in Northern Seoul revealed a continuous increase in the area of community facilities since 2015, with an average of 13 facilities per unit observed, particularly after 2020. Among these, wellness facilities constituted 57% of the total, indicating a growing emphasis on health and quality of life. The diversity of community facilities has increased regardless of the complex size. However, a relative decrease in facility area per unit was observed in larger complexes, attributed to the improved efficiency of collective facility designs. (Conclusions) This study demonstrates that the evolution of community facilities in apartment complexes plays a significant role in enhancing the quality of life in modern residential spaces. Since the implementation of the Total Amount System of Community Facilities, the expansion and sophistication of these facilities have promoted the development of residential environments focused on wellness, social interaction, and enrichment. Additionally, family and convenience facilities have increased. The findings confirm that providing diverse facilities is essential in modern urban housing. These results suggest that Korean apartments are evolving beyond mere living spaces into multifaceted environments that support both convenience and social connectivity. Future residential design should increasingly emphasize the importance of tailoring community facilities to regional characteristics and resident needs.",3275
2024,"Bio-efficacy Evaluation of “Diniconazole (Binnari) and Paclobutrazol” Kimchi Cabbage (Brassica rapa, subsp. pekinensis)","Bio-efficacies of two different types of fungicides, Diniconazole and Paclobutrazol with their effects as plant growth regulators for Kimchi Cabbage were evaluated on February 4 to April 13, 2024 in Los Baños, Laguna, Philippines. The experiment was done during the off-season planting of Kimchi Cabbage in the country. Yield and other horticultural characteristics were observed for seven dif ferent groups: group 1, untreated control; group 2, recommended rate of granular fertilizer (RR-G); group 3, recommended rate of granular fertilizer plus recommended rate of Diniconazole; group 4, rec ommended rate of Diniconazole (alone); group 5, recommended rate of Paclobutrazol (RR-PBZ), group 6, RR-G plus RR-PBZ; and group 7, RR-G plus ½ RR-PBZ. Results showed that combination of recom mended rate of granular fertilizer plus the full recommendation of Paclobutrazol (group 6) resulted in a significantly higher yield of 64.9 tons/ha than other groups with yields ranging from 23.3 to 55.3 tons/ha. Such significantly higher yield in group 6 was also attributed to the number of leaves produced by plants at the time of harvest. Regarding effects of two chemical treatments, the combination of Diniconazole and Paclobutrazol as recommended granular fertilizers helped in the heading of Kimchi Cabbage during hot conditions with an average temperature of 32-35°C from March to April at the heading stage plus a factor of being planted at a lowland area in the country. The advantage of Paclobutrazol aside from yield is its availability in the country as compared to Diniconazole (Binnari).",1591
2024,A Case Study on Improving Urinary Incontinence Using Ortho-Cellular Nutrition Therapy (OCNT),"Objective: Case report on the improvement of urinary incontinence through Ortho-Cellular Nutrition Therapy (OCNT).
Methods: OCNT was applied to an elderly Korean woman in her 80s experiencing symptoms of urinary incontinence.
Results: After the implementation of OCNT, significant improvements were observed not only in urinary incontinence symptoms but also in concurrent symptoms such as edema.
Conclusion: The application of OCNT can be beneficial in alleviating symptoms for patients suffering from urinary incontinence.",524
2024,"A Study on Representation of Light in the Digital Video Lotus Garden, 1899 Using a Game Engine – Focusing on the Visual Characteristics of Monet's Impressionist Works","The advent of photography in the 19th century deepened artists' exploration of realism, light, and color, and Monet was a representative painter of Impressionism, seeking a new aesthetic through the change of light and time. <Lotus Garden, 1899> (2023) is a digital image reproduction of Monet's light expression using Unreal Engine 5, which is used as a game engine, and was selected as the outstanding student work by Epic Games by Epic Games Unreal Challenge and 2024 GDC Unreal Creator Showcase. Based on the research of Kang Seok-beom and Jeon Byeong-ho (2006), who defined the contact point between Monet's painting and photographic medium as 'light' and analyzed the image characteristics revealed in the work, this study presented a method of classifying Monet's main light expression characteristics into four categories and implementing them as Unreal Engine 5 through the case of <Lotus Garden, 1899>. The key implementation methods includes the following: first, representation of light over time, where the Ultra Dynamic Sky system was utilized to simulate atmospheric conditions and changes in solar altitude according to the time of day; second, light scattering, achieved through the Post Processing Layer to create dramatic effects of intense sunlight; third, capturing motion through photographic techniques, by employing out-focusing and full-shot techniques, implemented using a Cine Camera; and fourth, visualization, where light representation was visualized using Sequencer.",1497
2024,GDP deflator and CPI inflations: A Reason of their differences,"The CPI and GDP deflator are the two most common choices of inflation measure. The different ways of measuring inflation in CPI and GDP deflator could lead to the difference between them. According to the IMF IFS data of 49 countries, the correlations between the GDP deflator and CPI inflation vary by country. The correlation coefficients between CPI and GDP deflator inflation are from -0.058 to 0.982. We also observe at least one period when the GDP deflator and CPI move in opposite directions in every country. The panel regression of 49 countries' CPI on the expenditure parts deflator inflations yields the statistically significant positive estimated coefficients of the private consumption, investments, and import. The panel regression of GDP deflator inflation on the expenditure parts deflator inflations yields the statistically significantly positive estimated coefficients with private consumption, investment, government expenditure, and exports deflator inflations and a negative estimated coefficient with imports deflator inflation. The import deflator inflation was the only cause that statistically significantly increased the difference between CPI and the GDP deflator inflations. Since the GDP deflator and CPI respond differently with each other to import price changes, the import deflator inflation increases the difference between CPI and the GDP deflator inflations.",1397
2024,Immersive Study of Realistic Space-Based Interactive Art VR Games: Focusing on the Work 'Lucid Dream',"Advances in technology have a great impact on art. As technology develops, the face of the art world changes. However, as simple technology-intensive and technology-presentative art increases, research on works that value artistic value is necessary. Therefore, this study studies interactive art using VR, a medium that gives a sense of presence, and shows the expansion of artistic value by promoting the production of media art that gives a sense of immersion. In order to compare for immersion, live-action video works and VR game works are produced and displayed as contemplative and participatory works, and the differences and relationships are presented to the audience and analyzed through surveys.",707
2024,Information Asymmetry and Politicians’ Investment Behaviors: Evidence from the Korean National Assembly,"This study examines the effect of access to the privileged information on personal asset portfolio returns of Korean National Assembly members. Using unique and rich dataset, we show that high accessibility of the privileged information about national policies is positively related to personal asset portfolio returns. However, we also find that for each member, their first initiation of financial disclosure (the details of their personal asset portfolio) to the public negatively affects their share of risky assets in their personal portfolio. Lastly, our empirical results suggest that personal interests of the members may cause their voting decision when passing important bills that are closely related to the real estate markets or financial markets. Overall, our empirical results suggest that the privileges of the National Assembly members can improve their personal asset portfolio returns, although they are more risk-averse than before the initiation of public financial disclosure. This study contributes to the literature by examining the influence of privileged information on personal asset portfolio returns.",1129
2024,Research on the Process and Mechanism of Expanding Influence through social Franchise Mode of Social Enterprises in China,"Social enterprises have emerged to provide innovative solutions to ever-existing social problems onthe basis of the market, gradually introducing franchising as a way to strategically expand socialinfluence. However, in spite of its significance, sufficient review has yet been made on the practicemethods and concrete process of this, and few researches have been conducted on socialenterprises in China, whose scale and influence are limited. In order to review the mechanism onthe development process of social franchising in Chinese social enterprises, semi-structuredin-depth interviews were conducted on four representative social enterprises that applied socialfranchising methods in China, using embedded multi-case analysis method. Early education, welfarefor the elderly, and job-integrated social enterprises were closely examined for their social franchisedevelopment process, and as a result, they showed similar aspects to commercial franchises in theprocedures of partner selection, contract conclusion and management, etc., but differed greatly inthe practical content and use of the brand, management and compliance, and other considerationsincluding the ultimate goal. The results of this study contribute to relevant future research andacademic development on social franchise as a measure to expand the influence of socialenterprises, and also provide an important reference point from the practical perspective ofexpanding the effective influence of social enterprises.",1490
2024,A study on decentralization and intellectual property rights(IP) construction strategies in NFT art: Focusing on the Chinese case,"In a rapidly growing digital economic environment, NFT has emerged as a hot topic in the art field. However, in China, NFT art is developing slowly due to constraints related to China's political economy and socio-cultural situation. Due to strict management and control, the circulation of cryptocurrency is limited, and the level of public awareness and acceptance of NFT art and market maturity are still low. Despite these limitations, this paper predicts that Chinese art creators and market participants can build an online personal art IP model that suits the characteristics of the Chinese market and explores the current status and possibilities.",655
2024,A Study on the Import Logistics Service on the Chinese Customer's Choice Behavior of Cosmetics in Overseas Online Shopping,"Research Purpose: With the deepening of economic globalization and the continuous development of ""Internet +"", the development of cross-border e-commerce is becoming more and more mature. However, due to the imperfect cross-border logistics system in China, the problems of slow distribution, difficult conversion and opaque information are prominent. It is difficult to meet the consumption needs of overseas shopping persons. Cross-border logistics services are facing new challenges. With the continuous improvement of living standards, people begin to pursue high quality and high level of life. In order to improve the quality of logistics services and provide reasonable and effective suggestions to cross-border e-commerce platforms or merchants.
Research Methods: This thesis proposes a theoretical model of the impact of import logistics services on the cosmetic choice behavior of overseas online consumers, which is analyzed using SPSS 25.0 and AMOS 26.0.
Results in Research: The impact relationship between the ease of use, usefulness, and usage attitude of overseas online shopping consumers.
Research Conclusion: Finally, the paper summarizes and analyzes the research results, and proposes reasonable and effective management suggestions such as actively improving import logistics services, standardizing logistics services, improving the convenience and practicality of cross-border platform use, and enhancing product marketability to meet consumer needs.",1474
2024,Perioperative adverse cardiac events and mortality after non-cardiac surgery: a multicenter study,"Background: Perioperative adverse cardiac events (PACE), a composite of myocardial infarction, coronary revascularization, congestive heart failure, arrhythmic attack, acute pulmonary embolism, cardiac arrest, and stroke during 30-day postoperative period, is associated with long-term mortality, but with limited clinical evidence. We compared long-term mortality with PACE using data from nationwide multicenter electronic health records.Methods: Data from 7 hospitals, converted to Observational Medical Outcomes Partnership Common Data Model, were used. We extracted records of 277,787 adult patients over 18 years old undergoing non-cardiac surgery for the first time at the hospital and had medical records for more than 180 days before surgery. We performed propensity score matching and then an aggregated meta‑analysis.Results: After 1:4 propensity score matching, 7,970 patients with PACE and 28,807 patients without PACE were matched. The meta‑analysis showed that PACE was associated with higher one-year mortality risk (hazard ratio [HR]: 1.33, 95% CI [1.10, 1.60], P = 0.005) and higher three-year mortality (HR: 1.18, 95% CI [1.01, 1.38], P = 0.038). In subgroup analysis, the risk of one-year mortality by PACE became greater with higher-risk surgical procedures (HR: 1.20, 95% CI [1.04, 1.39], P = 0.020 for low-risk surgery; HR: 1.69, 95% CI [1.45, 1.96], P < 0.001 for intermediate-risk; and HR: 2.38, 95% CI [1.47, 3.86], P = 0.034 for high-risk).Conclusions: A nationwide multicenter study showed that PACE was significantly associated with increased one-year mortality. This association was stronger in high-risk surgery, older, male, and chronic kidney disease subgroups. Further studies to improve mortality associated with PACE are needed.",1764
2024,A Study on the Location Error Reduction Method of GPS-based Augmented Reality App. - A Research Focused on Miracle Game -,"This paper investigates the incremental “distance difference” between the point on a display where an object should be created to where it is actually created on GPS-based AR (Augmented Reality) apps. This virtual gap, however small, is an issue for accuracy and user satisfaction. To correct this inaccuracy, a reduction method is offered here to reduce it. To this end, the researcher has developed a prototype AR game called “Miracle” to simulate adjustment differences through the basic game premise where the user saves cartoon ducks through location hunting. The impetus, therefore, for developing this game takes a different anaytical direction compared to other analyses of the social, cultural or political elements found in the popular AR mobile game “Pokemon Go” developed in 2016. By focusing specifically on GPS and topographical methods, this article will elaborate and offer solutions to spatial, programming, and technological glitches that made game play difficult on “Pokemon Go.” To enable this outcome, a series of tests were administered by the author through their amateur build “Miracle” game. After several tests were concluded the results offer several solutions through an error reduction method.",1222
2024,Who works with human rights at the local level?: Case study of human rights cities in Sweden,"Even though human rights cities can be found in all corners of the world, there is no universal definition of or procedure for becoming one. The current paper presents the results of the research project conducted in Sweden in 2023 in both human rights cities of the country, Lund and Piteå. While explaining the process of obtaining the status, a special focus is made on actors and stakeholders involved in this process. The results show that in case of Lund, besides politicians, civil servants, civil society and citizens, that are also present in Piteå, there are important academic institutions, such as RWI and Lund University. However, in both cities it does not seem that citizens are actively involved in this work.",725
2024,A Case Study on the Improvement in Dyslipidemia and Diabetes Patient using Ortho-Cellular Nutrition Therapy (OCNT),"Objective: Research on improving dyslipidemia and diabetes through Ortho-Cellular Nutrition Therapy (OCNT).
Methods: OCNT was performed on a 77-year-old Korean woman with dyslipidemia and diabetes.
Results: After OCNT, dyslipidemia and diabetes symptoms improved, and the medication could be discontinued or reduced.
Conclusion: Applying OCNT can be helpful for patients suffering from dyslipidemia and diabetes symptoms.",421
2024,Anti-inflammatory and nitrite scavenging activities using Camellia assamica root extract,"The objective of this study was to evaluate the anti-inflammatory and nitrite scavenging activities using various extracts of Camellia assamica root. There are no cytotoxicity at 100μg/mL of extracts except for hexane extract. Inhibitory production of inducible nitric oxide synthase increased with increasing concentration regardless of extract. In particular, when methanol and hot water extract concentration increased from 50μg/mL to 100μg/mL, they were increased from 14.4% to 34.2% and 11.9% to 30.7%, respectively. TNFα, IL-1β, and IL-6 expressions showed the best production inhibition effect in methanol and hot water extracts. In particular, the methanol extract showed a 33.6%, 23.5% and 26.7%, respectively. In the case of hot water extract, they showed 30.2%, 22.2%, and 25.4%, respectively. The nitrite scavenging activity was the highest as 65.3% in methanol extract. Ammonium oxidation using the water extract had a high value of 26.7 mg/ kg. In the case of nitrite oxidation, it was 25.8 mg/kg in the water extract. These results indicated that Camellia assamica root extracts may be a potential anti-inflammatory therapeutic agent due to the significant effects on inflammatory activities.",1207
2024,An Exploratory Study on University Students’ Perceptions Toward English Learning Through Using Authentic Audio-Visual Materials,"The advantages of the use of authentic materials are well established in the foreign language classroom. The present study aims to examine Korean university students' perceptions of authentic audio-video materials in language learning. It explores how students view these materials' impact on their language acquisition and related skill development. 49 participants for this study were students from a local university in Korea, indicating an intermediate language proficiency level. They utilized authentic audio-visual materials that were freely selected for self-study as an assignment, and their learning journals were employed for the data analyses. The results showed that a total of 115 tokens of responses were observed across all categories. The most prevalent category was ""Difficulty of Understanding Authentic Materials"" (25.2%), followed by ""Enhanced Listening Comprehension After Reading"" (15.7%), and ""Improvement in Listening Skills"" and ""Learning Content"" (12.2%, respectively). It was revealed that students highlighted significant obstacles in auditory comprehension, resulted from advanced vocabulary, specialized content, rapid speech delivery, and unfamiliar accents. In addition, students displayed a process of engaging with written scripts and vocabulary study, which enhanced listening comprehension. Improvements in listening skills, vocabulary knowledge, as well as L2 pragmatic competence were also found. Pedagogical implications drawn from these results are also discussed.",1505
2024,A Study on the Characteristics of Mass Gathering Places through Mob Psychology : Focusing on Seongsu-dong Area,"(Purpose) This study comprehensively addresses both physical and non-physical factors, emphasizing the importance of non-physical elements in preventing crowd-related incidents. The aim is to analyze the characteristics and representations of mass gathering places where crowds are formed.
(Design/methodology/approach) Previous studies have primarily focused on analyzing the physical factors of crowd accidents and the corresponding response processes. In this context, the present study emphasizes the importance of a comprehensive analysis by integrating both physical and non-physical factors in preventing crowd-related incidents. To better understand the excitement and psychological factors of large crowds, a theoretical review of crowd psychology is conducted. Furthermore, the study examines the Seongsu area, a prominent example of a mass gathering place, to identify the characteristics and representations associated with crowd formation.
(Results) Through the research process, the characteristics of crowd behavior were identified as ""impulsiveness,"" ""variability,"" ""sensitivity,"" ""simplicity,"" ""suggestibility,"" ""renewability,"" and ""intolerance."" Similarly, the characteristics of mass gathering places were derived as ""accessibility,"" ""experiential value,"" ""economic feasibility,"" and ""publicness."" An analysis of these characteristics reveals that crowd behavior and mass gathering places share a mutually reinforcing relationship, accelerating the expression of each other's traits. Mass gathering places provide optimal conditions for accommodating large groups, which facilitates the formation of crowds. These crowds, in turn, exhibit distinct crowd characteristics, thereby defining the mass gathering place. Such places, once formed, become points of interest for individuals outside the crowd, further amplifying the crowd's size. As the crowd grows, the traits of crowd behavior intensify, often manifesting in more potent and hazardous ways. Upon analyzing various cases, it is evident that preventive measures or spatial solutions addressing sudden, concentrated gatherings are insufficient. Furthermore, there is a lack of clear strategies that take into account the high excitement levels characteristic of crowd behavior. This highlights the necessity of developing improvements or alternative solutions to manage highly congested spaces effectively.",2382
2024,Research on Promoting Uijeongbu's Regional Characteristics and Cultural Arts Resources Using Digital Human Technology,"(Purpose) This study investigated the use of digital human technology as a way to not only preserve Uijeongbu's local culture and arts, but also to publicize the characteristics of the region and share the unique culture and arts of the region globally.
(Design/methodology/approach) To analyze the cultural and artistic resources of Uijeongbu City, municipal overview and statistical data related to Uijeongbu City, data on cultural city selection, Uijeongbu Cultural Foundation, and Uijeongbu Art and Music Library were collected and categorized according to the purpose of the study. To promote Uijeongbu's local characteristics, culture, and arts to various countries, we used digital human technology to translate and then create digital humans.
(Findings) Recently, Uijeongbu City was selected as a statutory cultural city and is transforming into a city that citizens want to stay in, with a vision of a city that citizens remember and citizens who prepare for the future. Uijeongbu is well equipped with various programs and large-scale facilities to support citizens' cultural activities. The Uijeongbu Art Library and Music Library are representative spaces, and with the belief that changes in space can change the culture of libraries, change the lives of citizens, and become a driving force for regional growth, they are positioning themselves as libraries where knowledge, culture, and relaxation coexist. It has gone a step further from the role of a public library and is making new attempts to converge culture and libraries as a public platform.
(Research implications or Originality) The Uijeongbu Cultural City Support Center is conducting various cultural programs to promote the Uijeongbu Cultural City project after it was selected, and through this, it is expected to welcome an era of culture and arts where diverse cultures coexist, where artistic imagination and creativity blossom into culture, and where emotional communication is important, where youth dynamism and cultural diversity coexist. In order to create a cultural city where culture becomes life, the city is revitalizing the city by expanding various infrastructures in the cultural field and discovering and supporting cultural contents to reflect the creativity and emotional communication of various citizens. If digital human technology is well utilized to promote Uijeongbu's local cultural and artistic assets globally, it is expected that Uijeongbu City can become a center for local cultural arts where people can enjoy culture.",2528
2024,"A Comparative Study of Major Countries to Strengthen Public Health Crisis Response System: Focusing on United State, Canada, and Germany","(Purpose) The purpose of this study was to strengthen South Korea’s public health crisis response system by conducting a comparative analysis of public health strategies adopted by the United States, Germany, and Canada. We identified key success factors, including evidence-based decision-making, digital technology integration, and central-regional collaboration, to propose actionable recommendations for Korea’s public health preparedness.
(Methodology) We employed a mixed-methods approach, combining a literature review, case studies, and focus group interviews (FGI) with public health experts. These methodologies were used to analyze South Korea's system limitations and derive lessons from international best practices.
(Findings) The findings highlighted critical deficiencies in South Korea's public health system, such as insufficient real-time data infrastructure, weak central-regional coordination, and limited transparency in decision-making. Comparative analysis revealed how the United States implemented data-driven vaccination programs, Germany utilized predictive modeling with federal-state cooperation, and Canada employed community-centered approaches with digital technologies. These insights underscored the importance of tailoring global strategies to Korea’s context.
(Research implications) This study provides a strategic framework for enhancing South Korea’s public health crisis response capacity. Recommendations include establishing integrated data platforms, fostering evidence-based governance, and improving international collaboration. The study contributes to advancing policy-making and system design for future public health emergencies.",1679
2024,Pilot Study on the Usefulness of Quantitative Light-Induced Fluorescence-Digital for Dental Plaque Assessment in a Rat Model of Periodontitis,"Objective: This study quantifies dental plaque in an animal periodontitis model using quantitative light-induced fluorescence-digital (QLF-D), providing fundamental data for establishing diagnostic criteria for periodontitis. Methods: Periodontitis was induced by ligating the mandibular first molars of Sprague–Dawley rats. After 18 days, QLF-D images showing the plaque on the ligatures were obtained intraorally before sacrifice and extraorally after sacrifice. The red and blue fluorescence values were measured using software, and the average red/blue (R/B) ratio was calculated for each image. Alveolar bone loss was evaluated histologically. Results: Ligation of the first molars resulted in an increase in the periodontal ligament area compared to that of the control group, demonstrating alveolar bone resorption. The extraoral lingual-side images obtained after sacrifice were reproducible and provided clear assessment criteria. The R/B ratio of the plaque accumulated on the ligatures was 1.9±0.3. Conclusions: Plaque formation, which is difficult to assess by visual inspection alone, can be evaluated using QLF-D. The animal model of periodontitis used in this study can be used to obtain preclinical data to develop future preventive and therapeutic strategies for periodontal diseases.",1301
2024,中国城乡居民医疗电子健康档案信息隐私保护机制研究,"近年来，随着城乡居民医疗个人电子健康档案信息资源开发的力度不断增大，城乡居民医疗个人电子健康档案利用中的相关问题日益突出。目前社区有效采集城乡居民个人电子健康档案信息、规范社区中城乡居民医疗个人电子健康档案信息管理已经成为城市公共卫生服务发展中必须解决的重大问题。城乡居民医疗个人电子健康档案信息的隐私保护问题更是医疗卫生界和法律界共同关注的课题。城乡居民医疗个人电子健康档案的开放既要维护每一个城乡居民的利用权，又要保护城乡居民医疗个人电子健康档案收集者和隐私关联人的隐私权。唯有协调城乡居民个人医疗电子健康档案利用者与收集者之间的权利冲突，才能使城乡居民医疗个人电子健康档案开放利用工作顺利进行。 在智慧医疗的大环境下，远程医疗、移动医疗、协同医疗等新的医疗服务模式不断涌现，这些新的医疗服务模式都离不开对城乡居民医疗个人电子健康档案隐私信息的广泛搜集、安全传递和科学利用。本文首先概括了城乡居民医疗个人电子健康档案隐私权的定义, 归纳了城乡居民医疗个人电子健康档案隐私权的特点。然后梳理了保护城乡居民医疗个人电子健康档案的法律法规, 并对目前中国城乡居民医疗个人电子健康档案隐私侵权类型进行了分析。在此基础上, 指出了中国城乡居民医疗个人电子健康档案隐私权保护中还存在的不足, 对完善中国城乡居民医疗个人电子健康档案隐私立法保护工作提出相关的建议。",577
2024,Study on the Effects of Operating Diametral Clearance Change on the Characteristics of Angular Contact Ball Bearings,"This study investigates the influence of operating diametral clearance on the performance of angular contact ball bearings(ACBBs). It examines critical factors affecting diametral clearance, including mounting conditions, external loads,temperature fluctuations, and rotational speeds. A novel model combining quasi-static and fit-up approaches is proposed toanalyze the effects of operating diametral clearances on ACBB performance. This model incorporates key elements suchas ball-race contact loads, interactions between the shaft and inner ring, interference fits between the housing and outerring, centrifugal expansion of the rotating shaft and inner ring, and temperature-induced changes. Internal clearancevariations are computed using the thick-ring theory. Simulations are conducted to predict ACBB characteristics undervarious fit-up conditions, including contact load distribution and stiffness, with results validated using commercial software.
The study also explores the impact of various operating diametral clearances on ACBB performance under differing fittingconditions, external loads, and rotational speeds.",1128
2024,"Research on the Traveling Intention to Korea under the Background of Tourism Recovering, Based on Investigation on Foreigners in Korea","The tourism industry is well on its way to returning to pre-pandemic levels all over the world. This article aims to investigate the factors that affect tourists’ traveling intentions towards Korea. TAM model is used when doing the data analysis and we added some key external variables: trust, information quality, and personal innovativeness, to better fit the real-life scenarios. By using SPSS and AMOS, we analyze with the structural equation modeling method and find out that perceived risk is not significantly related to intention. We find out that perceived risk is not significantly related to purchasing intention, suggesting that consumers might prioritize convenience over perceived risk.
And many other factors become potential mediating factors between these two.",778
2024,Pursuing the Idea of World-Class Universities in Korea: Faculty and Administrator Perspectives,"[Purpose] Recognizing the significant role of higher education in today's knowledge economy, many countries have aggressively participated in building world-class universities. The purpose of this study is to understand how local actors, namely faculty and administrators, made sense of and defined the idea and pursuit of WCUs in the context of non-Western countries, Korea. We used the concept of glonacal heuristic to consider three dimensions of higher education activities—global, national, and local (Marginson & Rhoades, 2002) in Korean higher education.
[Methods] We conducted interviews with 22 faculty and university administrators from three top universities in Korea.
[Results] Findings showed that faculty and administrators defined the WCU idea differently, despite drawing upon the same sources of global ideas, national policy context, and local matters. Their definition either emphasized the global and national or were rather mediated by the local. We also found tensions between faculty in STEM fields and those in non-STEM fields, in conforming to the WCU efforts.
[Conclusion] Based on these findings, we discussed theoretical and practical implications.",1176
